file_name,well,row,column,sync,cell_n,nuc_area_mean,nuc_area_median,nuc_area_px_mean,nuc_area_px_median,solidity_mean,solidity_median,dapi_int_mean_mean,dapi_int_mean_median,dapi_int_sum_mean,dapi_int_sum_median,dapi_int_sum_log2_mean,dapi_int_sum_log2_median,edu_int_mean_mean,edu_int_mean_median,edu_int_sum_mean,edu_int_sum_median,edu_int_sum_log2_mean,edu_int_sum_log2_median
230918-ETB078-FISH-EdU-Opt3_20230918_155550,F4,6,4,Cycling,2126,107.723235601547,105.68368055555555,9235.531172972136,9060.672201265052,0.9822418256030563,0.9853636583260624,2894.3778197781817,2818.4843413277426,26218123.461713865,23538441.096060056,24.57120660654721,24.488515487999294,707.5430293486291,76.25449773005668,7263057.987770461,643229.5,20.674532771919676,19.2949762851448
230918-ETB078-FISH-EdU-Opt3_20230918_155550,G4,7,4,Cycling,2047,110.9387350051566,108.25388888888891,9511.208419509312,9281.026139308035,0.9825542662969252,0.9858698470313716,2644.7436554641886,2629.3507140932365,24839663.120102078,21626793.207495045,24.486666234744476,24.366316491151824,816.629591266963,75.33981795466714,8512901.670737669,649996,20.765497110410887,19.31007353397004
230918-ETB078-FISH-EdU-Opt3_20230918_155550,H4,8,4,Cycling,2256,105.44697110175336,102.73791666666668,9040.378180877346,8808.120427526293,0.9816573101583088,0.9853072412651096,2508.6683752557433,2450.488739983024,22196551.586561672,19686518.4244494,24.314832848919913,24.230704629725373,861.6652510037737,75.90148513335382,8914793.618351072,650894,20.719619619768128,19.31206456464154
230918-ETB078-FISH-EdU-Opt3_20230918_155550,F5,6,5,Cycling,2404,108.60335551858016,106.91010416666668,9310.987270111467,9165.818258459078,0.9829908387936925,0.9859362959104184,2770.062922465091,2721.6789672559607,25497162.326304194,22473035.339625247,24.535035763852772,24.4216916927244,733.6804370662563,79.53866670726998,7554232.860648957,704921,20.79656690346793,19.427103371953255
230918-ETB078-FISH-EdU-Opt3_20230918_155550,G5,7,5,Cycling,2392,110.28725354770532,107.99569444444447,9455.354385091336,9258.890127267186,0.9828902823084886,0.9858554378237467,2768.937174764187,2714.1166168546188,26007770.576047562,22409291.17131535,24.557902501042566,24.417593726889045,805.5327153951725,72.09492931760869,8340112.295986606,650540,20.766100452947637,19.311280178369877
230918-ETB078-FISH-EdU-Opt3_20230918_155550,H5,8,5,Cycling,2441,107.43957297783241,105.34333333333336,9211.21167505422,9031.492912665755,0.9822294587599106,0.9854777415852336,2660.827879923818,2597.424204529665,24139126.007834587,20934890.897681374,24.44671551613083,24.31940613260828,780.1069331174615,75.85357221853572,8033485.78041784,637005,20.704419160761976,19.280947435818668
230918-ETB078-FISH-EdU-Opt3_20230918_155550,F6,6,6,Cycling,2577,103.96046239705946,100.80145833333334,8912.934018952286,8642.1003372199375,0.982859100538421,0.9855421686746988,2860.941850819532,2781.442259519038,25235448.69277492,22205929.641060814,24.52336119742538,24.40444169951604,847.4592118960616,89.70818134445024,8440697.668606881,778421,20.876976030110303,19.57019295901933
230918-ETB078-FISH-EdU-Opt3_20230918_155550,G6,7,6,Cycling,2768,104.04336399124921,100.56673611111111,8920.041494448664,8621.976689910076,0.9819791567297781,0.9853140210823407,2735.304304774798,2675.4948642805834,24225921.07370809,21305941.77478662,24.453306333412296,24.344752550103713,849.884429521652,83.71833296386666,8457126.229768783,728167.5,20.804811537954517,19.47391271367934
230918-ETB078-FISH-EdU-Opt3_20230918_155550,H6,8,6,Cycling,3000,99.71864168981482,97.4390625,8549.266262844207,8353.829089506173,0.9817919153301626,0.9849101385010621,2852.658074336831,2805.0311793795036,24346056.615990404,21508845.492064856,24.460777737895494,24.358426818953774,792.5868941723812,86.91036554906465,7555431.923999989,708763.5,20.74240319173947,19.434946376536576
230918-ETB078-FISH-EdU-Opt3_20230918_155550,F7,6,7,Cycling,2600,105.95041979166668,103.68854166666668,9083.540791466623,8889.621199131232,0.9829581859067618,0.9856212932908086,2501.6226626146718,2446.1504153106794,22704791.09900716,20180817.58568625,24.36649431551083,24.26648134948838,795.606416121072,85.28187772818148,7900935.165000011,739186,20.892412336391764,19.495579654993996
230918-ETB078-FISH-EdU-Opt3_20230918_155550,G7,7,7,Cycling,2542,108.89071834841333,107.50864583333333,9335.624001064243,9217.133559099224,0.9833196397754773,0.9859080412997521,2528.871032109532,2501.29758788358,23550277.12875903,20622948.203637026,24.419201226647388,24.297747302056976,681.5472439711841,77.22646502835539,7012214.906372957,698748.5,20.798702377420263,19.414415803918644
230918-ETB078-FISH-EdU-Opt3_20230918_155550,H7,8,7,Cycling,2682,101.80448887646037,99.82736111111112,8728.094039477055,8558.587200884012,0.9816536992071201,0.9850728509156783,2713.6733836644007,2676.1598787047415,23568222.30531,20596362.853175964,24.40673877305595,24.29588632061661,685.2203619501431,88.56626721621319,6691917.621178244,739506,20.73524962680343,19.496204233381405
230918-ETB078-FISH-EdU-Opt3_20230918_155550,F8,6,8,Cycling,2644,105.64882732391997,104.11690972222223,9057.684098415639,8926.34685547173,0.983156885381125,0.9857245536934134,2606.2684322671184,2563.1471316725765,23439822.337953057,20733121.65102024,24.413326964362877,24.305434082846425,666.8983742196647,80.54848269939558,6594112.541603626,692880.5,20.757080504358232,19.40224908855096
230918-ETB078-FISH-EdU-Opt3_20230918_155550,G8,7,8,Cycling,2836,102.72186434826047,100.0796875,8806.744199953744,8580.220121742113,0.9816741473277437,0.9848900720830663,2654.3012765552717,2589.5722039757993,23241779.32020964,20163515.77682042,24.393522184790587,24.2652439287942,558.4240342027846,74.79200070857533,5535671.712270806,630484,20.396381884526793,19.26610245711885
230918-ETB078-FISH-EdU-Opt3_20230918_155550,H8,8,8,Cycling,2401,110.09721597482532,107.53798611111112,9439.06172623674,9219.649015012958,0.9829098145599987,0.9857185361499554,2517.478932198349,2479.078134623845,23688789.389789663,20459874.21529684,24.42363992494371,24.2862940103299,666.4408610429308,73.52651991614256,6861676.103706793,659077,20.688987869635596,19.330089688614162
